"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","LUX","Luxembourg","2005","2005",199,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","LUX","Luxembourg","2006","2006",211,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","LUX","Luxembourg","2007","2007",191,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","LUX","Luxembourg","2008","2008",168,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","LUX","Luxembourg","2009","2009",176,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","LUX","Luxembourg","2010","2010",167,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","LUX","Luxembourg","2011","2011",154,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","LUX","Luxembourg","2012","2012",158,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","LUX","Luxembourg","2013","2013",147,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","LUX","Luxembourg","2014","2014",158,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","LUX","Luxembourg","2015","2015",134,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","LUX","Luxembourg","2016","2016",143,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","LUX","Luxembourg","2017","2017",129,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","LUX","Luxembourg","2018","2018",19,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2000","2000",107,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2001","2001",100,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2002","2002",95,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2003","2003",91,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2004","2004",88,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2005","2005",87,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2006","2006",83,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2007","2007",81,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2008","2008",77,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2009","2009",72,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2010","2010",70,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2011","2011",70,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2012","2012",69,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2013","2013",66,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2014","2014",63,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2015","2015",65,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2016","2016",62,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2017","2017",59,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ISR","Israel","2018","2018",57,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2000","2000",80,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2001","2001",78,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2002","2002",76,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2003","2003",76,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2004","2004",71,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2005","2005",71,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2006","2006",68,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2007","2007",67,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2008","2008",65,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2009","2009",62,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2010","2010",59,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2011","2011",58,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2012","2012",56,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2013","2013",55,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2014","2014",53,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2015","2015",53,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2016","2016",53,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","ESP","Spain","2017","2017",51,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","BRA","Brazil","2000","2000",175,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","BRA","Brazil","2001","2001",168,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","BRA","Brazil","2002","2002",166,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","BRA","Brazil","2003","2003",166,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","BRA","Brazil","2004","2004",167,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","BRA","Brazil","2005","2005",162,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","BRA","Brazil","2006","2006",166,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","BRA","Brazil","2007","2007",163,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","BRA","Brazil","2008","2008",164,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","BRA","Brazil","2009","2009",165,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","BRA","Brazil","2010","2010",165,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","BRA","Brazil","2011","2011",165,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","BRA","Brazil","2012","2012",160,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","BRA","Brazil","2013","2013",160,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","BRA","Brazil","2014","2014",157,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","BRA","Brazil","2015","2015",156,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","BRA","Brazil","2016","2016",158,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","BRA","Brazil","2017","2017",151,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","BRA","Brazil","2018","2018",149,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","BRA","Brazil","2019","2019",145,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2000","2000",108,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2001","2001",109,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2002","2002",97,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2003","2003",99,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2004","2004",99,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2005","2005",90,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2006","2006",94,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2007","2007",81,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2008","2008",81,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2009","2009",80,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2010","2010",91,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2011","2011",85,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2012","2012",83,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2013","2013",81,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2014","2014",83,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2015","2015",81,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2016","2016",83,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2017","2017",84,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","CRI","Costa Rica","2019","2019",89,,
"AVDMTRTM","Treatable mortality","NBMALEPH","Number of male deaths","NOR","Norway","2000","2000",2044,,
"AVDMTRTM","Treatable mortality","NBMALEPH","Number of male deaths","NOR","Norway","2001","2001",1983,,
"AVDMTRTM","Treatable mortality","NBMALEPH","Number of male deaths","NOR","Norway","2002","2002",1945,,
"AVDMTRTM","Treatable mortality","NBMALEPH","Number of male deaths","NOR","Norway","2003","2003",1737,,
"AVDMTRTM","Treatable mortality","NBMALEPH","Number of male deaths","NOR","Norway","2004","2004",1699,,
"AVDMTRTM","Treatable mortality","NBMALEPH","Number of male deaths","NOR","Norway","2005","2005",1701,,
"AVDMTRTM","Treatable mortality","NBMALEPH","Number of male deaths","NOR","Norway","2006","2006",1672,,
"AVDMTRTM","Treatable mortality","NBMALEPH","Number of male deaths","NOR","Norway","2007","2007",1615,,
"AVDMTRTM","Treatable mortality","NBMALEPH","Number of male deaths","NOR","Norway","2008","2008",1642,,
"AVDMTRTM","Treatable mortality","NBMALEPH","Number of male deaths","NOR","Norway","2009","2009",1602,,
"AVDMTRTM","Treatable mortality","NBMALEPH","Number of male deaths","NOR","Norway","2010","2010",1553,,
"AVDMTRTM","Treatable mortality","NBMALEPH","Number of male deaths","NOR","Norway","2011","2011",1589,,
"AVDMTRTM","Treatable mortality","NBMALEPH","Number of male deaths","NOR","Norway","2012","2012",1618,,
"AVDMTRTM","Treatable mortality","NBMALEPH","Number of male deaths","NOR","Norway","2013","2013",1519,,
"AVDMTRTM","Treatable mortality","NBMALEPH","Number of male deaths","NOR","Norway","2014","2014",1461,,
"AVDMTRTM","Treatable mortality","NBMALEPH","Number of male deaths","NOR","Norway","2015","2015",1528,,
"AVDMTRTM","Treatable mortality","NBMALEPH","Number of male deaths","NOR","Norway","2016","2016",1465,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","NOR","Norway","2000","2000",208,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","NOR","Norway","2001","2001",198,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","NOR","Norway","2002","2002",199,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","NOR","Norway","2003","2003",186,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","NOR","Norway","2004","2004",183,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","NOR","Norway","2005","2005",169,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","NOR","Norway","2006","2006",163,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","NOR","Norway","2007","2007",160,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","NOR","Norway","2008","2008",157,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","NOR","Norway","2009","2009",157,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","NOR","Norway","2010","2010",152,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","NOR","Norway","2011","2011",149,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","NOR","Norway","2012","2012",137,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","NOR","Norway","2013","2013",135,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","NOR","Norway","2014","2014",129,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","NOR","Norway","2015","2015",127,,
"AVDMPRVM","Preventable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","NOR","Norway","2016","2016",127,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2000","2000",104,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2001","2001",95,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2002","2002",93,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2003","2003",88,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2004","2004",86,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2005","2005",82,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2006","2006",76,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2007","2007",74,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2008","2008",71,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2009","2009",71,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2010","2010",69,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2011","2011",65,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2012","2012",63,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2013","2013",60,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2014","2014",58,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2016","2016",58,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2017","2017",57,,
"AVDMTRTM","Treatable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","FIN","Finland","2018","2018",54,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2001","2001",161,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2002","2002",157,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2003","2003",154,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2004","2004",147,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2005","2005",144,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2006","2006",141,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2007","2007",138,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2008","2008",137,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2009","2009",131,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2010","2010",128,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2011","2011",125,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2012","2012",120,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2013","2013",121,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2014","2014",119,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2015","2015",120,,
"AVDMPRVM","Preventable mortality","TXCMILTX","Deaths per 100 000 population (standardised rates)","GBR","United Kingdom","2016","2016",119,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","PRT","Portugal","2002","2002",5337,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","PRT","Portugal","2003","2003",5278,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","PRT","Portugal","2007","2007",4406,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","PRT","Portugal","2008","2008",4455,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","PRT","Portugal","2009","2009",4425,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","PRT","Portugal","2010","2010",4180,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","PRT","Portugal","2011","2011",4048,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","PRT","Portugal","2012","2012",3955,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","PRT","Portugal","2013","2013",3786,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","PRT","Portugal","2014","2014",3693,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","PRT","Portugal","2015","2015",3696,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","PRT","Portugal","2016","2016",3897,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","PRT","Portugal","2017","2017",3785,,
"AVDMTRTM","Treatable mortality","NBFEMEPF","Number of female deaths","PRT","Portugal","2018","2018",3604,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","SWE","Sweden","2000","2000",74,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","SWE","Sweden","2001","2001",70,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","SWE","Sweden","2002","2002",70,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","SWE","Sweden","2003","2003",68,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","SWE","Sweden","2004","2004",63,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","SWE","Sweden","2005","2005",61,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","SWE","Sweden","2006","2006",61,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","SWE","Sweden","2007","2007",58,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","SWE","Sweden","2008","2008",59,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","SWE","Sweden","2009","2009",57,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","SWE","Sweden","2010","2010",53,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","SWE","Sweden","2011","2011",51,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","SWE","Sweden","2012","2012",51,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","SWE","Sweden","2013","2013",51,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","SWE","Sweden","2014","2014",48,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","SWE","Sweden","2015","2015",49,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","SWE","Sweden","2016","2016",46,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","SWE","Sweden","2017","2017",47,,
"AVDMTRTM","Treatable mortality","TXCMFETF","Deaths per 100 000 females (standardised rates)","SWE","Sweden","2018","2018",45,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","POL","Poland","2000","2000",200,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","POL","Poland","2001","2001",190,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","POL","Poland","2002","2002",181,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","POL","Poland","2003","2003",179,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","POL","Poland","2004","2004",176,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","POL","Poland","2005","2005",171,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","POL","Poland","2006","2006",172,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","POL","Poland","2007","2007",171,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","POL","Poland","2008","2008",166,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","POL","Poland","2009","2009",161,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","POL","Poland","2010","2010",151,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","POL","Poland","2011","2011",146,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","POL","Poland","2012","2012",142,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","POL","Poland","2013","2013",138,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","POL","Poland","2014","2014",126,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","POL","Poland","2015","2015",127,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","POL","Poland","2016","2016",125,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","POL","Poland","2017","2017",127,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","POL","Poland","2018","2018",125,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","IRL","Ireland","2007","2007",93,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","IRL","Ireland","2008","2008",93,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","IRL","Ireland","2009","2009",91,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","IRL","Ireland","2010","2010",81,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","IRL","Ireland","2011","2011",78,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","IRL","Ireland","2012","2012",76,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","IRL","Ireland","2013","2013",73,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","IRL","Ireland","2014","2014",68,,
"AVDMTRTM","Treatable mortality","TXCMHOTH","Deaths per 100 000 males (standardised rates)","IRL","Ireland","2015","2015",69,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","KOR","Korea","2000","2000",61990,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","KOR","Korea","2001","2001",61032,,
"AVDMPRVM","Preventable mortality","NBMALEPH","Number of male deaths","KOR","Korea","2002","2002",62274,,
